user_id,subscription_date,recipe_section_pageviews,food_section_pageviews,fashion_section_pageviews,beauty_section_pageviews,news_section_pageviews
3064392,2016-04-05 18:49:27.000000,2,1,0,0,0
4592950,2019-04-08 23:13:32.000000,0,2,0,0,0
4508609,2019-01-10 21:19:01.000000,1,0,0,2,0
1240854,2020-08-30 12:54:30.000000,2,0,0,0,0
3465287,2016-10-12 12:44:44.000000,0,1,0,0,0
3618982,2017-01-31 11:49:20.000000,0,1,0,0,0
2554597,2016-08-18 16:56:06.000000,0,1,2,0,0
3481317,2016-10-20 19:50:55.000000,0,1,0,0,0
3135633,2016-04-30 20:13:21.000000,0,1,0,0,2
2678528,2016-10-04 21:19:55.000000,0,1,0,0,0
4413132,2018-11-03 19:12:10.000000,0,1,0,0,0
4705472,2019-06-30 16:31:37.000000,2,0,0,0,0
4785455,2019-10-29 08:02:03.000000,0,1,0,0,0
4260175,2018-05-30 17:25:09.000000,1,0,0,0,0
3519661,2016-11-15 21:40:00.000000,0,1,0,0,0
3618328,2017-01-31 11:22:52.000000,1,0,0,0,0
3684110,2017-03-02 11:27:37.000000,0,5,0,0,0
4052205,2018-01-15 02:24:09.000000,1,0,0,0,0
3986673,2017-11-09 19:18:44.000000,0,1,0,0,0
1854795,2019-02-25 23:44:16.000000,1,0,0,0,0
3114234,2019-03-11 01:03:23.000000,0,1,0,0,0
4607989,2019-04-22 13:12:25.000000,1,1,0,0,0
4180819,2018-04-26 10:24:28.000000,0,1,0,0,0
2386863,2019-09-18 21:36:53.000000,0,3,0,0,0
3532944,2016-12-04 17:11:53.000000,0,2,0,0,0
1389921,2017-01-21 08:52:51.000000,0,3,0,0,0
2982419,2016-02-20 12:28:23.000000,2,2,0,0,0
3059443,2016-04-05 17:27:52.000000,0,1,0,0,0
3060616,2016-04-05 17:41:18.000000,1,1,0,0,0
3621776,2017-01-31 16:20:42.000000,1,0,0,0,0
3008704,2016-03-01 19:48:58.000000,1,5,4,3,0
3638367,2017-02-04 11:28:11.000000,1,1,0,0,0
1658755,2018-04-11 16:18:06.000000,0,1,2,1,0
4650817,2019-05-22 01:54:50.000000,0,1,0,0,0
1932395,2018-08-29 00:11:58.000000,0,1,1,1,0
1383315,2020-07-10 12:01:48.000000,0,1,0,0,0
1034693,2013-06-18 16:28:05.000000,0,1,1,0,0
996749,2013-06-04 19:08:11.000000,1,1,0,0,0
993095,2014-05-24 14:32:23.000000,0,1,1,0,0
1002788,2015-06-18 12:02:55.000000,1,1,1,0,4
995296,2020-08-06 16:06:39.000000,0,1,5,0,1
1900224,2014-02-17 11:53:34.000000,1,0,0,0,0
2234458,2014-09-07 13:42:16.000000,0,4,0,0,0
2093607,2014-06-14 11:37:50.000000,0,1,0,0,0
1397408,2013-06-06 14:02:50.000000,0,4,0,0,0
1375280,2013-05-30 15:44:30.000000,0,1,0,0,0
4285370,2018-06-22 01:54:06.000000,1,0,0,0,0
1503273,2013-07-16 13:23:23.000000,0,5,0,0,0
1337204,2013-05-04 08:14:22.000000,5,0,0,0,0
1298213,2013-04-04 13:28:37.000000,0,2,0,0,0
1621358,2013-10-08 22:52:52.000000,0,1,1,0,0
1751298,2013-11-29 18:10:54.000000,1,0,0,0,0
1766786,2013-12-11 20:25:39.000000,0,2,1,0,2
1816865,2014-01-23 16:56:56.000000,1,1,0,0,0
2008089,2014-04-28 13:34:47.000000,2,1,0,0,0
1726481,2013-11-08 08:48:52.000000,0,3,3,2,4
1854448,2014-02-05 10:17:31.000000,2,0,0,0,0
1421566,2013-06-19 12:43:11.000000,2,2,0,0,0
1383397,2013-06-01 10:27:02.000000,3,0,0,0,0
1391578,2013-06-04 13:41:43.000000,10,1,0,0,0
1386552,2013-06-04 11:20:31.000000,12,9,0,0,0
1394277,2013-06-05 05:20:54.000000,5,1,0,0,0
1232750,2013-02-19 18:57:39.000000,0,1,1,0,3
1568396,2013-08-21 09:23:42.000000,4,5,0,0,1
1373733,2013-05-30 14:44:20.000000,1,2,0,0,0
1768790,2013-12-14 10:28:53.000000,1,0,0,0,2
1994364,2014-03-31 07:35:42.000000,0,1,1,0,1
1673678,2013-10-22 11:17:25.000000,1,2,0,0,2
1654743,2013-10-18 23:57:14.000000,3,0,0,0,0
1848358,2014-02-01 07:46:57.000000,1,2,0,0,0
1859834,2014-02-06 16:15:40.000000,2,2,1,0,0
1928480,2014-02-28 10:36:49.000000,0,2,0,0,15
1383657,2013-06-01 13:53:44.000000,0,1,3,0,3
1442972,2013-06-25 14:13:05.000000,2,0,0,0,0
1346725,2013-05-18 16:01:42.000000,0,3,0,0,0
1580291,2013-09-09 20:23:25.000000,0,1,0,0,2
1860769,2014-02-07 09:11:21.000000,0,2,1,1,1
1933457,2014-02-28 19:07:32.000000,0,1,0,0,0
1247520,2013-02-25 18:56:22.000000,0,4,0,0,0
1239760,2013-02-22 08:46:25.000000,1,0,0,0,1
1242449,2013-02-23 08:07:11.000000,3,4,0,0,0
1543875,2013-08-06 10:45:57.000000,2,0,0,0,0
1537411,2013-07-25 14:18:17.000000,1,0,0,0,0
1228954,2013-02-19 15:22:30.000000,2,1,1,0,4
1859248,2014-02-06 13:52:06.000000,4,0,0,0,2
1651928,2013-10-18 17:14:57.000000,3,1,0,0,0
2183484,2014-08-09 20:50:47.000000,0,1,0,0,2
2355745,2014-11-24 17:09:17.000000,2,0,2,0,0
2554027,2015-03-10 17:40:42.000000,0,1,0,0,0
2336657,2014-11-12 13:13:28.000000,0,3,0,0,0
2281585,2014-09-21 10:08:30.000000,0,1,1,0,0
2658021,2015-06-14 21:37:52.000000,0,2,0,1,0
2599510,2015-04-15 14:13:48.000000,0,1,0,0,0
1466478,2015-10-03 09:05:27.000000,3,1,1,0,0
2672234,2015-06-17 07:59:49.000000,1,1,0,0,0
2745921,2015-08-21 12:51:07.000000,1,0,0,0,0
2756226,2015-08-25 08:43:38.000000,2,1,0,0,2
2193440,2014-08-13 11:16:27.000000,4,1,0,0,0
2033737,2014-05-09 10:12:32.000000,0,2,0,0,0
1908207,2014-11-20 15:15:30.000000,0,1,0,0,0
2032274,2014-05-08 12:01:43.000000,0,1,0,0,0
2224490,2014-09-02 19:58:35.000000,1,2,0,0,0
2947383,2016-01-28 12:47:22.000000,2,1,0,0,8
2817812,2015-10-07 09:54:27.000000,0,1,0,0,0
2149430,2014-07-14 15:14:10.000000,2,0,0,0,0
2221973,2014-08-29 15:55:31.000000,0,1,0,0,2
2141598,2014-07-11 15:44:14.000000,1,1,0,0,0
2432332,2014-12-20 10:26:50.000000,1,1,0,0,0
2275370,2014-09-19 10:48:23.000000,2,1,1,1,0
2263195,2014-09-17 08:53:35.000000,1,0,0,0,2
2350721,2014-11-22 15:18:19.000000,2,0,0,0,0
2910682,2015-12-05 23:13:51.000000,2,0,0,0,1
1288831,2013-04-03 11:46:34.000000,0,2,0,0,4
1451374,2013-06-27 09:36:58.000000,1,1,0,0,2
1606853,2013-10-03 07:40:34.000000,1,0,0,0,0
1285692,2013-04-03 08:57:35.000000,9,2,0,0,1
1309363,2013-04-09 17:53:24.000000,1,0,0,0,4
1331703,2013-04-30 12:16:44.000000,1,0,0,0,0
1578131,2013-09-05 17:46:07.000000,0,1,0,0,2
1271944,2013-03-06 09:27:06.000000,0,1,0,0,0
1589491,2013-09-12 16:58:37.000000,5,2,1,0,5
1627659,2013-10-09 12:20:18.000000,0,1,0,0,1
1800657,2014-01-19 09:01:23.000000,0,2,2,0,3
2008263,2014-04-28 14:15:14.000000,0,1,0,0,0
1815610,2014-01-23 14:30:16.000000,0,1,0,0,1
1679536,2013-10-22 17:55:39.000000,3,0,1,0,4
1255475,2013-02-26 19:57:31.000000,1,0,0,0,0
1349445,2013-05-21 12:00:02.000000,0,1,0,0,4
1344218,2013-05-16 16:48:18.000000,1,0,0,0,3
1587715,2013-09-11 12:08:25.000000,1,1,0,0,1
1483784,2013-07-09 18:51:19.000000,0,1,2,0,7
1574039,2013-08-27 11:28:52.000000,0,1,0,1,0
1288325,2013-04-03 11:17:09.000000,0,1,1,2,5
1356938,2013-05-22 12:32:41.000000,0,2,3,0,22
1547212,2013-08-06 11:49:10.000000,1,2,1,0,1
1426651,2013-06-20 12:53:26.000000,18,2,1,5,10
1580814,2013-09-10 10:43:29.000000,0,1,0,0,6
1247093,2013-02-25 18:07:46.000000,1,2,1,0,1
1266357,2013-03-03 17:19:19.000000,2,2,5,2,8
1538409,2013-07-26 13:48:46.000000,0,2,0,0,24
1581160,2013-09-10 10:52:26.000000,0,1,1,0,4
1126141,2013-01-15 18:53:37.000000,1,0,0,0,3
1124928,2013-01-15 16:07:10.000000,0,4,1,2,4
1209459,2013-02-12 08:56:13.000000,1,0,0,0,3
1058616,2012-10-17 20:21:40.000000,1,0,0,0,0
1085918,2012-12-12 08:01:48.000000,1,1,0,0,0
1070227,2012-11-07 11:39:26.000000,0,6,6,0,3
1143432,2013-01-21 17:13:57.000000,3,0,0,0,0
1213061,2013-02-15 10:58:16.000000,0,1,0,0,0
1116440,2013-01-08 14:48:39.000000,1,0,1,0,4
1203527,2013-02-08 13:44:54.000000,2,3,1,0,0
1119915,2013-01-09 17:15:10.000000,0,2,0,0,3
1064756,2012-10-31 16:50:17.000000,1,0,0,0,0
1068237,2012-11-04 16:14:26.000000,0,3,0,1,0
1061898,2012-10-23 14:30:51.000000,0,2,0,0,3
1053793,2012-10-16 11:45:37.000000,0,1,0,0,4
1065084,2012-11-01 13:46:06.000000,1,0,2,0,1
1089251,2012-12-12 14:18:52.000000,1,0,0,0,0
1090372,2012-12-12 17:57:12.000000,2,2,2,3,6
1134141,2013-01-16 20:53:24.000000,7,0,1,0,1
1225292,2013-02-19 14:00:48.000000,1,0,0,0,1
1185101,2013-01-30 22:13:13.000000,0,2,0,0,8
1127197,2013-01-16 07:42:52.000000,1,0,0,0,1
1203220,2013-02-08 13:11:18.000000,0,1,0,1,1
1115952,2013-01-08 12:59:01.000000,1,2,1,0,11
1116731,2013-01-08 16:15:09.000000,0,1,0,0,0
1154011,2013-01-23 12:42:17.000000,0,1,4,0,7
1185844,2013-01-31 08:35:16.000000,0,1,1,0,3
1184720,2013-01-30 18:55:37.000000,1,1,0,0,1
1100839,2012-12-15 10:48:31.000000,3,0,1,0,2
1095371,2012-12-13 14:14:16.000000,2,0,1,0,0
1138220,2013-01-17 16:09:42.000000,1,5,0,0,0
1206102,2013-02-09 10:31:26.000000,4,2,0,0,0
1202748,2013-02-08 12:29:31.000000,1,2,0,0,1
1100082,2012-12-14 11:53:01.000000,2,2,3,0,17
1150496,2013-01-22 22:20:31.000000,0,1,0,0,0
1211121,2013-02-13 14:33:21.000000,0,1,0,0,3
1113797,2013-01-08 07:55:50.000000,5,0,0,0,0
1227716,2013-02-19 14:46:11.000000,2,0,0,0,6
4680209,2019-06-09 12:00:14.000000,3,0,0,0,0
4692841,2019-06-13 00:30:19.000000,0,1,0,0,0
2466337,2015-01-25 17:11:02.000000,2,1,0,0,0
1833100,2014-01-25 23:39:38.000000,0,1,0,0,0
4705948,2019-07-01 13:02:49.000000,1,0,0,0,1
4707887,2019-07-03 15:49:18.000000,1,0,0,0,0
4709918,2019-07-06 03:05:55.000000,0,1,0,0,0
4713577,2019-07-14 11:51:22.000000,0,1,0,8,0
4730903,2019-07-29 05:28:32.000000,1,1,0,0,0
4735872,2019-08-01 18:29:35.000000,1,1,0,0,0
4739488,2019-08-07 07:47:56.000000,0,2,0,0,0
1375818,2013-05-30 16:04:37.000000,1,0,0,0,0
4740467,2019-08-08 15:33:23.000000,1,0,0,0,0
1165612,2014-02-28 13:06:16.000000,0,1,0,0,0
1544139,2013-08-06 10:48:34.000000,1,1,0,0,0
1591971,2013-09-15 11:40:29.000000,0,1,0,0,0
1378072,2013-11-12 10:14:11.000000,1,1,0,0,0
1922193,2014-02-25 12:44:14.000000,2,1,0,0,0
1784049,2014-01-10 12:44:13.000000,1,4,0,0,0
2285125,2014-09-23 14:13:55.000000,1,2,0,0,0
2338683,2014-11-14 14:06:56.000000,1,1,0,0,2
2170098,2014-07-29 08:58:57.000000,1,0,0,0,0
2261414,2014-09-16 21:57:45.000000,0,1,0,0,0
2463266,2015-01-24 11:54:22.000000,0,2,0,0,0
2843675,2015-10-14 09:08:42.000000,1,0,0,0,0
2788506,2015-09-16 13:19:38.000000,0,1,0,0,0
4748557,2019-08-23 10:58:21.000000,2,1,0,0,0
2552571,2015-03-10 15:39:08.000000,1,0,0,0,0
4749304,2019-08-24 17:22:29.000000,1,4,0,0,0
2372112,2014-12-11 14:19:22.000000,4,0,9,0,3
2247918,2014-09-13 18:24:59.000000,1,7,0,0,0
4750893,2019-08-27 12:23:17.000000,0,1,0,0,0
2718943,2015-07-27 22:40:06.000000,1,2,3,0,0
1736774,2013-11-12 20:38:53.000000,1,0,0,0,0
1737362,2013-11-13 08:28:39.000000,2,0,0,0,0
1543694,2013-08-06 10:44:31.000000,0,1,0,1,1
1235705,2013-02-20 02:27:59.000000,0,4,0,0,0
1836348,2014-01-26 15:06:40.000000,0,2,0,0,3
1658348,2013-10-20 10:10:18.000000,0,2,0,0,0
1930324,2014-02-28 12:25:07.000000,0,2,0,0,0
1957323,2014-03-08 14:24:46.000000,1,0,0,0,0
1823290,2014-01-24 16:45:06.000000,1,2,0,0,0
1764634,2013-12-10 10:21:51.000000,0,1,0,0,0
1888887,2014-02-13 11:53:10.000000,2,0,0,0,0
1852544,2014-02-04 11:32:31.000000,0,1,1,0,0
1228555,2013-02-19 15:08:40.000000,0,1,1,0,0
4753660,2019-08-30 18:21:44.000000,0,1,0,0,0
4753752,2019-08-30 20:21:52.000000,0,1,0,0,0
1235762,2013-02-20 03:13:43.000000,0,1,0,0,0
1599955,2013-09-25 15:56:12.000000,3,0,0,0,0
1854252,2014-02-05 10:09:43.000000,1,0,0,0,1
2320133,2014-10-27 17:23:43.000000,0,4,5,0,0
2246331,2014-09-13 16:23:38.000000,4,2,0,0,0
2601285,2015-04-15 16:49:37.000000,0,1,0,0,0
2497339,2015-02-21 10:29:33.000000,0,2,1,0,0
2721272,2015-08-01 12:04:13.000000,1,1,0,0,0
2761718,2015-08-26 12:41:48.000000,0,1,0,0,0
2482961,2015-02-11 15:09:04.000000,0,2,0,0,0
1990914,2014-08-22 14:31:52.000000,1,0,0,0,0
2251737,2014-09-14 12:23:36.000000,0,1,0,0,0
2073755,2014-06-02 20:50:19.000000,0,1,0,0,0
2816562,2015-10-06 22:20:18.000000,1,0,2,0,1
4756131,2019-09-03 21:54:52.000000,3,0,0,0,0
2860312,2015-10-24 16:32:48.000000,1,2,2,0,0
2052347,2014-05-21 16:06:32.000000,0,1,0,0,0
2208102,2014-08-23 13:02:10.000000,2,2,0,3,0
2820387,2015-10-08 08:20:41.000000,3,1,0,0,0
1273418,2013-03-09 13:29:28.000000,0,2,0,0,0
1551302,2013-08-06 16:04:34.000000,1,0,0,0,0
1474709,2013-07-03 17:21:45.000000,2,1,0,0,0
4758900,2019-09-09 14:18:34.000000,2,3,0,0,0
1852263,2014-02-04 08:10:10.000000,0,1,0,0,0
1860515,2014-02-06 23:26:00.000000,1,2,0,0,0
1268667,2013-03-04 01:55:37.000000,0,1,0,0,0
1545911,2013-08-06 11:15:32.000000,1,1,0,0,0
1402701,2013-06-11 20:08:18.000000,2,0,0,0,0
1288425,2013-04-03 11:22:44.000000,0,1,0,0,0
1287246,2013-04-03 10:36:11.000000,3,0,0,0,0
1287534,2013-04-03 10:47:45.000000,0,2,0,0,0
1353507,2013-05-22 22:55:51.000000,1,0,1,0,0
1709303,2013-11-01 16:09:44.000000,0,1,0,0,0
1715487,2013-11-04 14:57:59.000000,0,2,0,0,0
1942754,2014-03-04 15:44:08.000000,1,0,0,0,0
2042420,2014-05-15 11:25:51.000000,0,1,0,0,0
2328963,2014-11-06 20:24:37.000000,0,1,0,0,0
2345201,2014-11-18 15:25:45.000000,1,0,0,0,0
2288833,2014-09-25 22:12:37.000000,1,0,2,0,0
2194370,2014-08-13 14:38:18.000000,1,0,0,0,0
2185337,2014-08-10 21:53:30.000000,0,2,0,0,0
2251277,2014-09-14 10:18:18.000000,0,1,0,0,0
2465325,2015-01-24 22:22:16.000000,0,1,0,0,0
2812763,2015-10-06 12:26:01.000000,1,0,0,0,0
2143085,2014-07-11 19:23:29.000000,1,0,0,0,0
2363369,2014-12-03 21:02:09.000000,0,1,0,0,0
2403343,2014-12-12 20:55:49.000000,0,1,0,0,0
2548217,2015-03-06 18:14:15.000000,1,0,0,0,0
2628185,2015-04-30 19:58:11.000000,4,0,0,0,0
4770411,2019-10-02 13:38:51.000000,0,10,0,0,2
4770801,2019-10-03 00:00:01.000000,1,0,0,0,0
1259106,2013-02-27 15:51:57.000000,1,0,0,0,1
1347684,2013-05-19 13:04:34.000000,1,0,0,0,0
1475412,2013-07-03 19:09:38.000000,1,0,0,0,0
1793374,2014-01-14 20:52:29.000000,1,0,0,0,0
1654069,2013-10-18 22:07:00.000000,2,1,0,0,0
1802025,2014-01-20 22:15:16.000000,0,2,0,0,0
1269470,2013-03-04 09:41:08.000000,0,1,0,0,1
1394967,2013-06-05 09:18:31.000000,2,0,0,0,0
1761278,2013-12-04 16:31:20.000000,0,1,0,0,0
1162339,2014-02-13 20:02:21.000000,0,1,0,0,0
1703110,2013-10-27 09:15:55.000000,0,3,1,0,0
1745906,2013-11-20 16:08:43.000000,0,1,0,0,0
1333466,2013-04-30 16:17:34.000000,0,1,0,0,0
1575162,2013-08-29 18:07:23.000000,0,1,0,0,0
1605184,2013-10-01 20:09:39.000000,0,1,0,0,0
1547721,2013-08-06 12:07:07.000000,11,13,0,0,0
1395033,2013-06-05 09:28:58.000000,2,0,0,0,0
1471972,2013-07-03 14:06:25.000000,1,1,0,0,0
1976557,2014-03-19 11:15:57.000000,0,1,0,0,0
1912594,2014-02-21 07:39:08.000000,0,2,0,0,0
1919072,2014-02-25 10:13:06.000000,3,0,0,0,0
1230484,2013-02-19 16:24:23.000000,9,0,0,0,2
1235150,2013-02-19 23:15:32.000000,3,1,0,0,0
1334505,2013-04-30 23:04:14.000000,6,2,1,0,0
1822059,2014-01-24 14:24:25.000000,5,0,0,0,0
1818943,2014-01-23 22:10:36.000000,0,2,0,0,0
1869154,2014-02-10 09:56:28.000000,11,3,0,0,0
2165305,2014-07-23 22:47:48.000000,1,0,0,0,0
2188971,2014-08-12 09:51:57.000000,2,0,0,0,0
2281677,2014-09-21 11:45:23.000000,3,0,0,0,0
2336611,2014-11-12 12:53:13.000000,7,1,0,0,0
2034877,2014-05-09 15:37:28.000000,0,3,0,0,0
2574386,2015-03-30 11:24:48.000000,0,1,0,0,0
2797563,2015-09-26 12:33:41.000000,0,1,0,0,0
2756447,2015-08-25 11:04:05.000000,0,2,0,0,0
2692029,2015-07-07 17:19:30.000000,0,1,0,0,0
2775135,2015-09-03 01:41:42.000000,1,0,0,0,0
2552779,2015-03-10 15:58:01.000000,1,1,1,0,0
2589354,2015-04-07 13:59:52.000000,4,1,1,0,0
4097509,2018-03-01 19:48:05.000000,0,1,0,0,0
2974134,2016-02-16 14:07:28.000000,0,22,0,0,0
3003001,2016-03-01 13:57:41.000000,1,0,0,0,0
3215866,2016-06-14 13:31:40.000000,0,1,0,0,0
3505545,2016-11-04 17:50:18.000000,0,4,0,0,0
3665606,2017-02-20 11:03:10.000000,0,1,0,0,0
2978166,2016-02-18 09:43:01.000000,1,0,0,0,0
3214197,2016-06-13 01:21:46.000000,0,1,0,0,0
4784299,2019-10-26 08:19:01.000000,4,0,0,0,0
3629889,2017-02-02 11:06:34.000000,1,1,4,0,0
4785720,2019-10-29 23:05:56.000000,2,1,0,0,0
3599395,2017-01-25 11:50:18.000000,0,1,0,0,0
4786050,2019-10-30 19:16:42.000000,0,3,0,0,0
4789434,2019-11-05 23:43:44.000000,0,1,0,0,0
1583797,2018-08-16 03:01:18.000000,3,2,0,0,0
2956785,2016-02-03 08:18:14.000000,0,1,0,0,0
3331681,2016-08-11 11:30:08.000000,3,0,0,0,0
3844504,2017-05-24 15:07:01.000000,0,1,0,0,0
3394436,2016-08-30 15:22:39.000000,0,1,0,0,0
3477980,2016-10-17 13:24:41.000000,0,2,0,0,0
3250225,2017-02-07 16:49:19.000000,0,1,0,0,0
3446948,2016-10-12 07:06:53.000000,1,0,0,0,0
4799914,2019-11-23 13:00:24.000000,1,0,0,0,0
3820867,2017-05-11 16:52:00.000000,0,2,0,0,0
3619765,2017-01-31 12:42:39.000000,1,2,0,0,0
3740144,2017-04-10 13:27:26.000000,2,2,0,0,0
3507123,2018-11-09 17:12:17.000000,0,1,0,0,0
4552984,2019-02-27 11:18:14.000000,0,1,0,0,0
1882001,2017-09-28 23:56:57.000000,1,0,0,0,0
4847912,2020-02-23 16:04:58.000000,0,4,0,0,4
1298739,2020-01-05 23:29:15.000000,0,5,0,0,0
1855447,2020-05-18 18:53:54.000000,2,2,0,0,0
4808233,2019-12-08 09:45:58.000000,2,2,0,0,0
3147915,2016-05-09 15:26:18.000000,1,0,0,0,0
3648955,2017-02-07 20:53:52.000000,3,1,0,0,0
3618117,2017-01-31 11:16:15.000000,1,1,0,0,0
4813854,2019-12-17 16:19:35.000000,0,5,0,0,0
3839165,2017-05-24 10:49:10.000000,0,1,0,0,0
4114212,2018-03-11 10:18:02.000000,0,1,0,0,0
4267926,2018-06-03 10:49:19.000000,0,1,0,0,0
4525003,2019-01-30 10:41:17.000000,1,0,0,0,0
4509686,2019-01-11 03:00:05.000000,7,0,0,0,0
4818369,2019-12-24 08:43:33.000000,1,0,1,0,0
1367842,2019-05-20 21:54:04.000000,2,0,1,0,0
4821162,2019-12-31 09:32:00.000000,0,2,0,0,0
3099383,2016-04-12 00:31:05.000000,1,1,0,0,0
3630289,2017-02-02 12:35:51.000000,1,0,0,0,0
3155081,2016-05-11 13:55:48.000000,2,0,0,0,0
3166322,2016-05-13 13:42:28.000000,3,0,1,0,0
3618200,2017-01-31 11:18:23.000000,1,3,0,0,0
3667495,2017-02-21 02:36:10.000000,3,1,0,0,0
3839492,2017-05-24 10:59:27.000000,4,3,0,0,0
3750793,2017-04-17 11:23:17.000000,0,4,1,0,0
3624865,2017-02-01 16:03:36.000000,0,1,0,0,0
1536898,2018-03-29 16:30:57.000000,1,1,2,0,0
2738615,2018-02-14 22:07:18.000000,0,5,3,0,0
4163614,2018-04-12 17:36:05.000000,1,1,0,0,0
1674878,2017-10-04 15:45:02.000000,2,62,0,0,1
4536959,2019-02-15 16:31:21.000000,0,3,1,0,3
4421630,2018-11-09 21:40:03.000000,0,1,0,0,0
4850432,2020-03-02 10:57:57.000000,1,1,0,0,0
1008609,2015-10-09 15:02:14.000000,0,4,1,1,6
990108,2014-01-14 21:41:59.000000,5,0,0,0,0
1004018,2015-02-24 11:28:51.000000,0,1,1,0,0
1019655,2013-06-05 13:17:01.000000,0,1,3,0,4
1026488,2013-10-09 05:17:35.000000,41,8,2,0,0
1016012,2016-02-19 21:20:42.000000,1,0,0,0,0
1011880,2017-02-02 13:59:33.000000,0,1,0,0,0
998279,2017-05-24 10:59:37.000000,0,4,0,0,8
4831565,2020-01-18 11:07:38.000000,0,2,0,0,0
4840306,2020-02-07 13:47:42.000000,0,2,0,0,0
4840976,2020-02-09 05:43:23.000000,1,0,0,0,0
4324494,2018-07-30 16:18:08.000000,1,0,0,0,0
4858458,2020-03-28 06:36:39.000000,1,0,0,0,0
1296142,2013-04-04 11:49:27.000000,0,1,0,0,6
1482789,2013-07-09 12:31:08.000000,0,3,0,0,0
1542886,2013-08-06 10:35:28.000000,4,2,0,0,0
1477454,2013-07-04 11:05:29.000000,1,3,0,0,4
1401069,2013-06-11 15:03:24.000000,0,1,0,0,3
1750047,2013-11-26 21:01:57.000000,0,3,1,0,0
1978797,2014-03-20 07:05:49.000000,0,3,1,0,1
1477226,2013-07-04 09:40:56.000000,9,7,2,0,0
1406853,2013-06-16 18:27:42.000000,0,1,0,0,0
4863504,2020-04-10 19:06:07.000000,1,0,0,0,0
1468950,2013-07-03 10:43:37.000000,0,1,0,0,0
1577612,2013-09-04 22:24:56.000000,1,1,1,0,0
1879849,2014-02-11 20:16:23.000000,0,2,0,0,0
2020270,2014-04-30 20:00:24.000000,1,1,0,0,2
1896947,2014-02-14 13:19:13.000000,0,2,0,0,2
1991328,2014-03-26 22:23:45.000000,0,1,1,0,0
1780225,2014-01-01 10:18:33.000000,2,1,0,0,8
1803352,2014-01-21 10:24:41.000000,0,1,0,0,3
1744807,2013-11-19 18:45:39.000000,2,0,0,0,0
1461637,2013-07-02 20:20:53.000000,2,0,0,0,0
1550448,2013-08-06 14:41:03.000000,0,2,2,0,3
1418380,2013-06-18 21:29:19.000000,1,0,0,0,0
1458632,2013-07-02 13:44:36.000000,0,1,0,0,0
1464160,2013-07-02 23:17:04.000000,6,0,0,0,0
1501130,2013-07-14 22:52:25.000000,0,2,0,0,0
1579665,2013-09-09 13:02:54.000000,0,1,0,0,0
1272960,2013-03-08 08:29:34.000000,2,1,0,0,1
1524755,2013-07-22 22:28:42.000000,2,4,0,0,0
1376207,2013-05-30 16:22:20.000000,10,2,0,0,10
1547569,2013-08-06 12:01:22.000000,2,0,3,0,10
1738945,2013-11-14 14:03:09.000000,0,3,0,0,0
1687397,2013-10-24 17:25:31.000000,1,0,0,0,3
1919103,2014-02-25 10:16:49.000000,0,7,0,0,0
1839096,2014-01-27 07:15:12.000000,3,2,2,0,0
1704699,2013-10-29 10:24:49.000000,0,1,1,0,3
1790952,2014-01-14 15:28:23.000000,6,29,0,0,0
1809051,2014-01-22 08:51:49.000000,0,1,2,0,4
1762362,2013-12-05 19:53:41.000000,0,1,0,0,4
1657548,2013-10-19 17:53:42.000000,1,0,0,0,0
1717671,2013-11-05 09:28:19.000000,2,1,1,3,12
1804620,2014-01-21 11:45:59.000000,1,2,2,1,9
1921727,2014-02-25 12:09:09.000000,3,5,2,0,1
1915584,2014-02-22 08:26:19.000000,5,3,0,0,0
1859702,2014-02-06 15:33:40.000000,5,2,1,0,2
1886635,2014-02-13 11:08:45.000000,0,9,5,0,52
1792595,2014-01-14 18:32:08.000000,1,0,0,0,0
1845218,2014-01-29 22:49:46.000000,4,2,0,1,5
1886945,2014-02-13 11:15:12.000000,0,2,1,0,2
1930528,2014-02-28 12:40:06.000000,0,1,0,0,0
1638342,2013-10-15 19:09:40.000000,0,1,1,0,0
1695878,2013-10-24 19:35:36.000000,0,1,0,0,1
1709280,2013-11-01 14:58:39.000000,3,2,5,0,7
1883785,2014-02-12 20:21:54.000000,1,1,0,0,9
1303240,2013-04-05 12:54:42.000000,0,1,0,0,1
1666983,2013-09-25 17:46:16.000000,0,1,0,0,0
1375096,2013-05-30 15:38:08.000000,3,3,0,0,0
1298679,2013-04-04 14:08:53.000000,1,1,1,0,2
1478698,2013-07-05 08:15:40.000000,2,1,0,0,0
1622468,2013-10-09 00:01:48.000000,0,1,0,0,0
1657848,2013-10-19 21:44:56.000000,3,4,1,0,0
1767102,2013-12-11 23:45:24.000000,0,1,0,0,4
1787675,2014-01-14 11:43:57.000000,1,1,0,0,0
1935906,2014-03-01 17:42:13.000000,2,0,2,0,1
1907806,2014-02-20 14:46:26.000000,0,2,0,1,4
1934202,2014-02-28 22:37:32.000000,1,4,1,0,0
1310187,2013-04-09 23:39:03.000000,0,1,1,0,0
1340881,2013-05-13 13:06:07.000000,0,2,0,0,6
1524320,2013-07-22 15:28:19.000000,1,1,2,6,0
1551024,2013-08-06 15:33:18.000000,0,1,0,3,0
1287915,2013-04-03 11:05:46.000000,2,6,0,0,9
1327396,2013-04-25 00:52:09.000000,0,1,0,0,7
1602148,2013-09-28 14:54:29.000000,0,2,2,0,2
1375369,2013-05-30 15:47:43.000000,1,1,0,2,1
